quarter,unemp_rate,spf_5y_unemp,log_gdp,gdp_gap,gdp_gap_lag_1,gdp_gap_lag_2
2019 Q4,2.30176247351771,2.84929878542415,12.115846691282568,0.6024786464434335,0.8444094554416279,0.9848195293767287
2020 Q1,2.5124482391145233,2.78907185590387,12.104981972252643,-0.944405605503209,0.6024786464434335,0.8444094554416279
2020 Q2,3.4241604772895267,3.07291282399869,12.039197752263448,-8.000254016923284,-0.944405605503209,0.6024786464434335
2020 Q3,3.39016418987405,2.90433822180204,12.09822530205642,-2.595716574586419,-8.000254016923284,-0.944405605503209
2020 Q4,3.34104673372096,2.97904882327008,12.107325053737078,-2.203526970093687,-2.595716574586419,-8.000254016923284
2021 Q1,3.38363889646708,2.91970239541628,12.11321932469191,-2.1486080440900523,-2.203526970093687,-2.595716574586419
2021 Q2,3.1858064250535434,2.75364561702733,12.138657006358052,-0.1518480277992013,-2.1486080440900523,-2.203526970093687
2021 Q3,2.8505214741594767,2.70909139589937,12.158486868066591,1.2771955169775508,-0.1518480277992013,-2.1486080440900523
2021 Q4,2.51090584678054,2.45517706688668,12.16857406298065,1.7306983166600307,1.2771955169775508,-0.1518480277992013
2022 Q1,2.3581938862731833,2.43152857985379,12.170817346909116,1.403398115046434,1.7306983166600307,1.2771955169775508
2022 Q2,2.217471191756257,2.41679186084436,12.17778875505207,1.5562789086062179,1.403398115046434,1.7306983166600307
2022 Q3,2.11018308592316,2.44873384571866,12.182765677971345,1.5199831061622195,1.5562789086062179,1.403398115046434
2022 Q4,1.9767653877516767,2.49950316885082,12.184709876509856,1.192617470327814,1.5199831061622195,1.5562789086062179
2023 Q1,1.8654329998137833,2.29765112803813,12.190988947225497,1.3119223457725175,1.192617470327814,1.5199831061622195
2023 Q2,1.9510232697253467,2.2688898941272,12.187480447799148,0.4658888035458304,1.3119223457725175,1.192617470327814
2023 Q3,2.0386461409338468,2.34509487848036,12.191907729033518,0.4262672754139934,0.4658888035458304,1.3119223457725175
2023 Q4,2.108661085634793,2.35192129851145,12.195402684351226,0.3053712746317995,0.4262672754139934,0.4658888035458304
2024 Q1,2.1700554724002665,2.35826582129777,12.194562299090435,-0.23824291103833295,0.3053712746317995,0.4262672754139934
2024 Q2,2.3179631018187434,2.47718791261293,12.202581241040827,0.11355839427088171,-0.23824291103833295,0.3053712746317995
2024 Q3,2.5025738851683434,2.5111934998775,12.205186363846575,-0.06772364630434077,0.11355839427088171,-0.23824291103833295
2024 Q4,2.6079587581375367,2.77588965289752,12.209879066614608,-0.0332042973490653,-0.06772364630434077,0.11355839427088171
2025 Q1,2.6723355837050264,2.81121174819988,12.218638762960245,0.4138449546699197,-0.0332042973490653,-0.06772364630434077
2025 Q2,2.817943083489667,2.76615409746679,12.220144302022424,0.14011692833355546,0.4138449546699197,-0.0332042973490653
2025 Q3,2.9014178820770433,2.8374949346145,12.215986523848823,-0.6967551200001728,0.14011692833355546,0.4138449546699197
2025 Q4,2.9411040373949335,2.79041649748614,12.218247419737446,-0.8901103820205286,-0.6967551200001728,0.14011692833355546
2026 Q1,2.983482051824817,2.92191687995894,12.222593017943884,-0.8744488817083621,-0.8901103820205286,-0.6967551200001728
