"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"5","17","1995-12","2.9","A",""
"5","18","1995-12","2.2","A",""
"5","20","1995-12","2.9","A",""
"6","Total","1995-12","3","A",""
"6","3","1995-12","3.5","A",""
"6","4","1995-12","2.1","A",""
"6","5","1995-12","2.5","A",""
"6","6","1995-12","1.8","A",""
"6","7","1995-12","2.3","A",""
"6","9","1995-12","3","A",""
"7","Total","1995-12","8.1","A",""
"7","21","1995-12","8.1","A",""
"Total","Total","1995-11","4.2","A",""
"1","Total","1995-11","6.5","A",""
"1","22","1995-11","6.6","A",""
"1","23","1995-11","6.5","A",""
"1","25","1995-11","6.5","A",""
"2","Total","1995-11","3.9","A",""
"2","2","1995-11","3.4","R",""
"2","10","1995-11","4.9","A",""
"2","11","1995-11","3.4","A",""
"2","24","1995-11","5.8","A",""
"2","26","1995-11","5.5","R",""
"3","Total","1995-11","3.3","A",""
"3","12","1995-11","4.5","A",""
"3","13","1995-11","3","A",""
"3","19","1995-11","3.1","A",""
"4","Total","1995-11","4","A",""
"4","1","1995-11","4","A",""
"5","Total","1995-11","2.7","A",""
"5","8","1995-11","2.5","A",""
"5","14","1995-11","4","A",""
"5","15","1995-11","1.9","A",""
"5","16","1995-11","1","A",""
"5","17","1995-11","2.8","A",""
"5","18","1995-11","2.2","A",""
"5","20","1995-11","2.8","A",""
"6","Total","1995-11","2.9","A",""
"6","3","1995-11","3.4","A",""
"6","4","1995-11","1.8","A",""
"6","5","1995-11","2.4","A",""
"6","6","1995-11","1.9","A",""
"6","7","1995-11","2.2","A",""
"6","9","1995-11","2.9","A",""
"7","Total","1995-11","7.4","A",""
"7","21","1995-11","7.4","A",""
"Total","Total","1995-10","4","A",""
"1","Total","1995-10","6.3","A",""
"1","22","1995-10","6.4","A",""
"1","23","1995-10","5.9","A",""
"1","25","1995-10","6.4","A",""
"2","Total","1995-10","3.8","A",""
"2","2","1995-10","3.3","R",""
"2","10","1995-10","4.7","A",""
"2","11","1995-10","3.2","A",""
"2","24","1995-10","5.8","A",""
"2","26","1995-10","5.4","R",""
"3","Total","1995-10","3.2","A",""
"3","12","1995-10","4.6","A",""
"3","13","1995-10","2.9","A",""
"3","19","1995-10","2.9","A",""
"4","Total","1995-10","3.9","A",""
"4","1","1995-10","3.9","A",""
"5","Total","1995-10","2.6","A",""
"5","8","1995-10","2.2","A",""
"5","14","1995-10","3.8","A",""
"5","15","1995-10","1.9","A",""
"5","16","1995-10","0.8","A",""
"5","17","1995-10","2.8","A",""
"5","18","1995-10","2","A",""
"5","20","1995-10","2.7","A",""
"6","Total","1995-10","2.7","A",""
"6","3","1995-10","3.2","A",""
"6","4","1995-10","1.6","A",""
"6","5","1995-10","2.1","A",""
"6","6","1995-10","1.6","A",""
"6","7","1995-10","2","A",""
"6","9","1995-10","2.8","A",""
"7","Total","1995-10","6.7","A",""
"7","21","1995-10","6.7","A",""
"Total","Total","1995-09","4","A",""
"1","Total","1995-09","6.3","A",""
"1","22","1995-09","6.4","A",""
"1","23","1995-09","5.7","A",""
"1","25","1995-09","6.4","A",""
"2","Total","1995-09","3.7","A",""
"2","2","1995-09","3.2","R",""
"2","10","1995-09","4.6","A",""
"2","11","1995-09","3.3","A",""
"2","24","1995-09","5.6","A",""
"2","26","1995-09","5.4","R",""
"3","Total","1995-09","3.2","A",""
"3","12","1995-09","4.5","A",""
"3","13","1995-09","2.9","A",""
"3","19","1995-09","2.8","A",""
"4","Total","1995-09","3.9","A",""
"4","1","1995-09","3.9","A",""
"5","Total","1995-09","2.4","A",""
"5","8","1995-09","2.1","A",""
"5","14","1995-09","3.5","A",""
"5","15","1995-09","1.9","A",""
"5","16","1995-09","0.8","A",""
"5","17","1995-09","2.7","A",""
"5","18","1995-09","1.8","A",""
"5","20","1995-09","2.4","A",""
"6","Total","1995-09","2.6","A",""
"6","3","1995-09","3.1","A",""
"6","4","1995-09","1.4","A",""
"6","5","1995-09","2","A",""
"6","6","1995-09","1.6","A",""
"6","7","1995-09","1.9","A",""
"6","9","1995-09","2.6","A",""
"7","Total","1995-09","6.3","A",""
"7","21","1995-09","6.3","A",""
"Total","Total","1995-08","4","A",""
"1","Total","1995-08","6.6","A",""
"1","22","1995-08","6.8","A",""
"1","23","1995-08","6.2","A",""
"1","25","1995-08","6.4","A",""
"2","Total","1995-08","3.8","A",""
"2","2","1995-08","3.3","R",""
"2","10","1995-08","4.7","A",""
"2","11","1995-08","3.3","A",""
"2","24","1995-08","5.7","A",""
"2","26","1995-08","5.5","R",""
"3","Total","1995-08","3.2","A",""
"3","12","1995-08","4.7","A",""
"3","13","1995-08","2.8","A",""
"3","19","1995-08","2.8","A",""
"4","Total","1995-08","4","A",""
"4","1","1995-08","4","A",""
"5","Total","1995-08","2.4","A",""
"5","8","1995-08","1.9","A",""
"5","14","1995-08","3.6","A",""
"5","15","1995-08","1.9","A",""
"5","16","1995-08","0.6","A",""
"5","17","1995-08","2.6","A",""
"5","18","1995-08","1.8","A",""
"5","20","1995-08","2.4","A",""
"6","Total","1995-08","2.6","A",""
"6","3","1995-08","3","A",""
"6","4","1995-08","1.3","A",""
"6","5","1995-08","1.9","A",""
"6","6","1995-08","1.5","A",""
"6","7","1995-08","2","A",""
"6","9","1995-08","2.7","A",""
"7","Total","1995-08","6.2","A",""
"7","21","1995-08","6.2","A",""
"Total","Total","1995-07","4","A",""
"1","Total","1995-07","6.6","A",""
"1","22","1995-07","6.8","A",""
"1","23","1995-07","6.5","A",""
"1","25","1995-07","6.4","A",""
"2","Total","1995-07","3.8","A",""
"2","2","1995-07","3.2","R",""
"2","10","1995-07","5.1","A",""
"2","11","1995-07","3.4","A",""
"2","24","1995-07","5.6","A",""
"2","26","1995-07","5.6","R",""
"3","Total","1995-07","3.2","A",""
"3","12","1995-07","4.8","A",""
"3","13","1995-07","2.9","A",""
"3","19","1995-07","2.8","A",""
"4","Total","1995-07","4","A",""
"4","1","1995-07","4","A",""
"5","Total","1995-07","2.4","A",""
"5","8","1995-07","2","A",""
"5","14","1995-07","3.4","A",""
"5","15","1995-07","1.9","A",""
"5","16","1995-07","0.6","A",""
"5","17","1995-07","2.6","A",""
"5","18","1995-07","1.8","A",""
"5","20","1995-07","2.6","A",""
"6","Total","1995-07","2.5","A",""
"6","3","1995-07","2.9","A",""
"6","4","1995-07","1.3","A",""
"6","5","1995-07","1.9","A",""
"6","6","1995-07","1.5","A",""
"6","7","1995-07","2","A",""
"6","9","1995-07","2.7","A",""
"7","Total","1995-07","6","A",""
"7","21","1995-07","6","A",""
"Total","Total","1995-06","4","A",""
"1","Total","1995-06","6.8","A",""
"1","22","1995-06","6.9","A",""
"1","23","1995-06","7","A",""
"1","25","1995-06","6.4","A",""
"2","Total","1995-06","3.8","A",""
"2","2","1995-06","3.2","R",""
"2","10","1995-06","5.4","A",""
"2","11","1995-06","3.4","A",""
"2","24","1995-06","5.4","A",""
"2","26","1995-06","5.3","R",""
"3","Total","1995-06","3.2","A",""
"3","12","1995-06","4.9","A",""
"3","13","1995-06","2.9","A",""
"3","19","1995-06","2.7","A",""
"4","Total","1995-06","3.9","A",""
"4","1","1995-06","3.9","A",""
"5","Total","1995-06","2.4","A",""
"5","8","1995-06","1.9","A",""
"5","14","1995-06","3.5","A",""
"5","15","1995-06","1.8","A",""
"5","16","1995-06","0.5","A",""
"5","17","1995-06","2.6","A",""
"5","18","1995-06","1.8","A",""
"5","20","1995-06","2.3","A",""
"6","Total","1995-06","2.5","A",""
"6","3","1995-06","2.9","A",""
"6","4","1995-06","1.3","A",""
"6","5","1995-06","1.8","A",""
"6","6","1995-06","1.7","A",""
"6","7","1995-06","1.9","A",""
"6","9","1995-06","2.7","A",""
"7","Total","1995-06","5.9","A",""
"7","21","1995-06","5.9","A",""
"Total","Total","1995-05","4.2","A",""
"1","Total","1995-05","7.1","A",""
"1","22","1995-05","7.1","A",""
"1","23","1995-05","7.4","A",""
"1","25","1995-05","7","A",""
"2","Total","1995-05","4","A",""
"2","2","1995-05","3.3","R",""
"2","10","1995-05","5.5","A",""
"2","11","1995-05","3.5","A",""
"2","24","1995-05","5.8","A",""
"2","26","1995-05","5.4","R",""
"3","Total","1995-05","3.3","A",""
"3","12","1995-05","5.1","A",""
"3","13","1995-05","3","A",""
"3","19","1995-05","2.8","A",""
"4","Total","1995-05","4","A",""
"4","1","1995-05","4","A",""
"5","Total","1995-05","2.4","A",""
"5","8","1995-05","1.8","A",""
"5","14","1995-05","3.8","A",""
"5","15","1995-05","1.9","A",""
"5","16","1995-05","0.7","A",""
"5","17","1995-05","2.7","A",""
"5","18","1995-05","1.9","A",""
"5","20","1995-05","2.4","A",""
"6","Total","1995-05","2.6","A",""
"6","3","1995-05","3","A",""
"6","4","1995-05","1.5","A",""
"6","5","1995-05","1.8","A",""
"6","6","1995-05","1.7","A",""
"6","7","1995-05","2","A",""
"6","9","1995-05","2.8","A",""
"7","Total","1995-05","6.1","A",""
"7","21","1995-05","6.1","A",""
"Total","Total","1995-04","4.3","A",""
"1","Total","1995-04","7.5","A",""
"1","22","1995-04","7.3","A",""
"1","23","1995-04","7.5","A",""
"1","25","1995-04","7.6","A",""
"2","Total","1995-04","4.1","A",""
"2","2","1995-04","3.5","R",""
"2","10","1995-04","5.6","A",""
"2","11","1995-04","3.6","A",""
"2","24","1995-04","5.9","A",""
"2","26","1995-04","5.5","R",""
"3","Total","1995-04","3.4","A",""
"3","12","1995-04","5.3","A",""
"3","13","1995-04","3.1","A",""
"3","19","1995-04","2.9","A",""
"4","Total","1995-04","4.1","A",""
"4","1","1995-04","4.1","A",""
"5","Total","1995-04","2.5","A",""
"5","8","1995-04","1.8","A",""
"5","14","1995-04","3.8","A",""
"5","15","1995-04","2","A",""
"5","16","1995-04","0.7","A",""
"5","17","1995-04","2.7","A",""
"5","18","1995-04","2","A",""
"5","20","1995-04","2.5","A",""
"6","Total","1995-04","2.7","A",""
"6","3","1995-04","3.1","A",""
"6","4","1995-04","1.7","A",""
"6","5","1995-04","1.9","A",""
"6","6","1995-04","1.7","A",""
"6","7","1995-04","2.1","A",""
"6","9","1995-04","2.9","A",""
"7","Total","1995-04","6.2","A",""
"7","21","1995-04","6.2","A",""
"Total","Total","1995-03","4.4","A",""
"1","Total","1995-03","7.6","A",""
"1","22","1995-03","7.5","A",""
"1","23","1995-03","7.6","A",""
"1","25","1995-03","7.8","A",""
"2","Total","1995-03","4.2","A",""
"2","2","1995-03","3.6","R",""
"2","10","1995-03","5.6","A",""
"2","11","1995-03","3.7","A",""
"2","24","1995-03","6","A",""
"2","26","1995-03","5.7","R",""
"3","Total","1995-03","3.5","A",""
"3","12","1995-03","5.3","A",""
"3","13","1995-03","3.2","A",""
"3","19","1995-03","2.9","A",""
"4","Total","1995-03","4.1","A",""
"4","1","1995-03","4.1","A",""
"5","Total","1995-03","2.6","A",""
"5","8","1995-03","1.9","A",""
"5","14","1995-03","3.7","A",""
"5","15","1995-03","2","A",""
"5","16","1995-03","0.8","A",""
"5","17","1995-03","2.8","A",""
"5","18","1995-03","2.1","A",""
"5","20","1995-03","2.5","A",""
"6","Total","1995-03","2.8","A",""
"6","3","1995-03","3.3","A",""
"6","4","1995-03","1.8","A",""
"6","5","1995-03","1.9","A",""
"6","6","1995-03","1.8","A",""
"6","7","1995-03","2.2","A",""
"6","9","1995-03","3","A",""
"7","Total","1995-03","6.7","A",""
"7","21","1995-03","6.7","A",""
"Total","Total","1995-02","4.6","A",""
"1","Total","1995-02","7.7","A",""
"1","22","1995-02","7.5","A",""
"1","23","1995-02","7.9","A",""
"1","25","1995-02","7.8","A",""
"2","Total","1995-02","4.4","A",""
"2","2","1995-02","3.7","R",""
"2","10","1995-02","5.9","A",""
"2","11","1995-02","3.8","A",""
"2","24","1995-02","6.2","A",""
"2","26","1995-02","5.8","R",""
"3","Total","1995-02","3.5","A",""
"3","12","1995-02","5.4","A",""
"3","13","1995-02","3.3","A",""
"3","19","1995-02","3","A",""
"4","Total","1995-02","4.2","A",""
"4","1","1995-02","4.2","A",""
"5","Total","1995-02","2.7","A",""
"5","8","1995-02","1.8","A",""
"5","14","1995-02","4.1","A",""
"5","15","1995-02","2","A",""
"5","16","1995-02","0.8","A",""
"5","17","1995-02","3","A",""
"5","18","1995-02","2.2","A",""
"5","20","1995-02","2.7","A",""
"6","Total","1995-02","2.9","A",""
"6","3","1995-02","3.4","A",""
"6","4","1995-02","1.9","A",""
"6","5","1995-02","2.1","A",""
"6","6","1995-02","2","A",""
"6","7","1995-02","2.2","A",""
"6","9","1995-02","3","A",""
"7","Total","1995-02","7.3","A",""
"7","21","1995-02","7.3","A",""
"Total","Total","1995-01","4.6","A",""
"1","Total","1995-01","7.8","A",""
"1","22","1995-01","7.7","A",""
"1","23","1995-01","8.3","A",""
"1","25","1995-01","7.8","A",""
"2","Total","1995-01","4.4","A",""
"2","2","1995-01","3.8","R",""
"2","10","1995-01","5.8","A",""
"2","11","1995-01","3.8","A",""
"2","24","1995-01","6.4","A",""
"2","26","1995-01","6.1","R",""
"3","Total","1995-01","3.6","A",""
"3","12","1995-01","5.5","A",""
"3","13","1995-01","3.4","A",""
"3","19","1995-01","3","A",""
"4","Total","1995-01","4.2","A",""
"4","1","1995-01","4.2","A",""
"5","Total","1995-01","2.8","A",""
"5","8","1995-01","1.8","A",""
"5","14","1995-01","4.2","A",""
"5","15","1995-01","2.1","A",""
"5","16","1995-01","0.9","A",""
"5","17","1995-01","3","A",""
"5","18","1995-01","2.2","A",""
"5","20","1995-01","2.8","A",""
"6","Total","1995-01","2.9","A",""
"6","3","1995-01","3.4","A",""
"6","4","1995-01","1.9","A",""
"6","5","1995-01","2.1","A",""
"6","6","1995-01","1.9","A",""
"6","7","1995-01","2.4","A",""
"6","9","1995-01","3.2","A",""
"7","Total","1995-01","7.4","A",""
"7","21","1995-01","7.4","A",""
"Total","Total","1994-12","4.5","A",""
"1","Total","1994-12","7.6","A",""
"1","22","1994-12","7.4","A",""
"1","23","1994-12","7.6","A",""
"1","25","1994-12","7.8","A",""
"2","Total","1994-12","4.4","A",""
"2","2","1994-12","3.8","R",""
"2","10","1994-12","5.8","A",""
"2","11","1994-12","3.8","A",""
"2","24","1994-12","6.4","A",""
"2","26","1994-12","6.2","R",""
"3","Total","1994-12","3.6","A",""
"3","12","1994-12","5.4","A",""
"3","13","1994-12","3.3","A",""
"3","19","1994-12","3","A",""
"4","Total","1994-12","4.2","A",""
"4","1","1994-12","4.2","A",""
"5","Total","1994-12","2.7","A",""
"5","8","1994-12","1.9","A",""
"5","14","1994-12","4.1","A",""
"5","15","1994-12","2.1","A",""
"5","16","1994-12","0.9","A",""
"5","17","1994-12","2.9","A",""
"5","18","1994-12","1.9","A",""
"5","20","1994-12","2.7","A",""
"6","Total","1994-12","2.9","A",""
"6","3","1994-12","3.4","A",""
"6","4","1994-12","1.7","A",""
"6","5","1994-12","2","A",""
"6","6","1994-12","1.9","A",""
"6","7","1994-12","2.5","A",""
"6","9","1994-12","3.2","A",""
"7","Total","1994-12","7.1","A",""
"7","21","1994-12","7.1","A",""
"Total","Total","1994-11","4.5","A",""
"1","Total","1994-11","7.4","A",""
"1","22","1994-11","7.3","A",""
"1","23","1994-11","7.3","A",""
"1","25","1994-11","7.6","A",""
"2","Total","1994-11","4.4","A",""
"2","2","1994-11","3.7","R",""
"2","10","1994-11","5.7","A",""
"2","11","1994-11","3.8","A",""
"2","24","1994-11","6.3","A",""
"2","26","1994-11","6.2","R",""
"3","Total","1994-11","3.5","A",""
"3","12","1994-11","5.3","A",""
"3","13","1994-11","3.3","A",""
"3","19","1994-11","2.9","A",""
"4","Total","1994-11","4.2","A",""
"4","1","1994-11","4.2","A",""
"5","Total","1994-11","2.7","A",""
"5","8","1994-11","1.8","A",""
"5","14","1994-11","3.9","A",""
"5","15","1994-11","2","A",""
"5","16","1994-11","0.8","A",""
"5","17","1994-11","3","A",""
"5","18","1994-11","1.9","A",""
"5","20","1994-11","2.8","A",""
"6","Total","1994-11","2.8","A",""
"6","3","1994-11","3.3","A",""
"6","4","1994-11","1.6","A",""
"6","5","1994-11","1.9","A",""
"6","6","1994-11","2.1","A",""
"6","7","1994-11","2.4","A",""
"6","9","1994-11","3.2","A",""
"7","Total","1994-11","6.8","A",""
"7","21","1994-11","6.8","A",""
"Total","Total","1994-10","4.4","A",""
"1","Total","1994-10","7.2","A",""
"1","22","1994-10","7.1","A",""
"1","23","1994-10","6.9","A",""
"1","25","1994-10","7.5","A",""
"2","Total","1994-10","4.3","A",""
"2","2","1994-10","3.6","R",""
"2","10","1994-10","5.7","A",""
"2","11","1994-10","3.8","A",""
"2","24","1994-10","6.2","A",""
"2","26","1994-10","6.3","R",""
"3","Total","1994-10","3.5","A",""
"3","12","1994-10","5.3","A",""
"3","13","1994-10","3.3","A",""
"3","19","1994-10","2.9","A",""
"4","Total","1994-10","4.2","A",""
"4","1","1994-10","4.2","A",""
"5","Total","1994-10","2.7","A",""
"5","8","1994-10","1.8","A",""
"5","14","1994-10","3.8","A",""
"5","15","1994-10","2.1","A",""
"5","16","1994-10","0.9","A",""
"5","17","1994-10","3","A",""
"5","18","1994-10","1.7","A",""
"5","20","1994-10","2.7","A",""
"6","Total","1994-10","2.8","A",""
"6","3","1994-10","3.3","A",""
"6","4","1994-10","1.3","A",""
"6","5","1994-10","1.9","A",""
"6","6","1994-10","2","A",""
"6","7","1994-10","2.5","A",""
"6","9","1994-10","3.2","A",""
"7","Total","1994-10","6.2","A",""
"7","21","1994-10","6.2","A",""
"Total","Total","1994-09","4.4","A",""
"1","Total","1994-09","7.2","A",""
"1","22","1994-09","7.2","A",""
"1","23","1994-09","6.8","A",""
"1","25","1994-09","7.4","A",""
"2","Total","1994-09","4.4","A",""
"2","2","1994-09","3.7","R",""
"2","10","1994-09","5.8","A",""
"2","11","1994-09","4","A",""
"2","24","1994-09","6.3","A",""
"2","26","1994-09","6.4","R",""
"3","Total","1994-09","3.6","A",""
"3","12","1994-09","5.3","A",""
"3","13","1994-09","3.4","A",""
"3","19","1994-09","3","A",""
"4","Total","1994-09","4.2","A",""
"4","1","1994-09","4.2","A",""
"5","Total","1994-09","2.7","A",""
"5","8","1994-09","1.8","A",""
"5","14","1994-09","3.8","A",""
"5","15","1994-09","2.2","A",""
"5","16","1994-09","0.9","A",""
"5","17","1994-09","3.1","A",""
"5","18","1994-09","1.6","A",""
"5","20","1994-09","2.9","A",""
"6","Total","1994-09","2.9","A",""
"6","3","1994-09","3.3","A",""
"6","4","1994-09","1.3","A",""
"6","5","1994-09","2","A",""
"6","6","1994-09","1.9","A",""
"6","7","1994-09","2.6","A",""
"6","9","1994-09","3.3","A",""
"7","Total","1994-09","5.9","A",""
"7","21","1994-09","5.9","A",""
"Total","Total","1994-08","4.5","A",""
"1","Total","1994-08","7.2","A",""
"1","22","1994-08","7.2","A",""
"1","23","1994-08","6.8","A",""
"1","25","1994-08","7.5","A",""
"2","Total","1994-08","4.6","A",""
"2","2","1994-08","3.8","R",""
"2","10","1994-08","5.8","A",""
"2","11","1994-08","4.2","A",""
"2","24","1994-08","6.5","A",""
"2","26","1994-08","6.7","R",""
"3","Total","1994-08","3.7","A",""
"3","12","1994-08","5.5","A",""
"3","13","1994-08","3.4","A",""
"3","19","1994-08","3.1","A",""
"4","Total","1994-08","4.4","A",""
"4","1","1994-08","4.4","A",""
"5","Total","1994-08","2.8","A",""
"5","8","1994-08","1.8","A",""
"5","14","1994-08","3.8","A",""
"5","15","1994-08","2.4","A",""
"5","16","1994-08","1","A",""
"5","17","1994-08","3.1","A",""
"5","18","1994-08","1.7","A",""
"5","20","1994-08","2.9","A",""
"6","Total","1994-08","3","A",""
"6","3","1994-08","3.4","A",""
"6","4","1994-08","1.4","A",""
"6","5","1994-08","2.1","A",""
"6","6","1994-08","2.2","A",""
"6","7","1994-08","2.6","A",""
"6","9","1994-08","3.3","A",""
"7","Total","1994-08","5.8","A",""
"7","21","1994-08","5.8","A",""
"Total","Total","1994-07","4.6","A",""
"1","Total","1994-07","7.2","A",""
"1","22","1994-07","7.3","A",""
"1","23","1994-07","6.8","A",""
"1","25","1994-07","7.5","A",""
"2","Total","1994-07","4.6","A",""
"2","2","1994-07","3.9","R",""
"2","10","1994-07","5.9","A",""
"2","11","1994-07","4.2","A",""
"2","24","1994-07","6.5","A",""
"2","26","1994-07","6.7","R",""
"3","Total","1994-07","3.7","A",""
"3","12","1994-07","5.5","A",""
"3","13","1994-07","3.5","A",""
"3","19","1994-07","3.2","A",""
"4","Total","1994-07","4.4","A",""
"4","1","1994-07","4.4","A",""
"5","Total","1994-07","2.8","A",""
"5","8","1994-07","1.9","A",""
"5","14","1994-07","4","A",""
"5","15","1994-07","2.6","A",""
"5","16","1994-07","1.1","A",""
"5","17","1994-07","3.2","A",""
"5","18","1994-07","1.7","A",""
"5","20","1994-07","2.9","A",""
"6","Total","1994-07","3","A",""
"6","3","1994-07","3.5","A",""
"6","4","1994-07","1.3","A",""
"6","5","1994-07","2.1","A",""
"6","6","1994-07","1.9","A",""
"6","7","1994-07","2.7","A",""
"6","9","1994-07","3.4","A",""
"7","Total","1994-07","5.8","A",""
"7","21","1994-07","5.8","A",""
"Total","Total","1994-06","4.6","A",""
"1","Total","1994-06","7.3","A",""
"1","22","1994-06","7.4","A",""
"1","23","1994-06","6.9","A",""
"1","25","1994-06","7.5","A",""
"2","Total","1994-06","4.7","A",""
"2","2","1994-06","4","R",""
"2","10","1994-06","5.8","A",""
"2","11","1994-06","4.4","A",""
"2","24","1994-06","6.4","A",""
"2","26","1994-06","6.5","R",""
"3","Total","1994-06","3.8","A",""
"3","12","1994-06","5.7","A",""
"3","13","1994-06","3.5","A",""
"3","19","1994-06","3.3","A",""
"4","Total","1994-06","4.5","A",""
"4","1","1994-06","4.5","A",""
"5","Total","1994-06","2.9","A",""
"5","8","1994-06","1.9","A",""
"5","14","1994-06","4.1","A",""
"5","15","1994-06","2.6","A",""
"5","16","1994-06","1.2","A",""
"5","17","1994-06","3.2","A",""
"5","18","1994-06","1.8","A",""
"5","20","1994-06","3.1","A",""
"6","Total","1994-06","3","A",""
"6","3","1994-06","3.6","A",""
"6","4","1994-06","1.3","A",""
"6","5","1994-06","2.2","A",""
"6","6","1994-06","1.9","A",""
"6","7","1994-06","2.6","A",""
"6","9","1994-06","3.4","A",""
"7","Total","1994-06","5.7","A",""
"7","21","1994-06","5.7","A",""
"Total","Total","1994-05","4.8","A",""
"1","Total","1994-05","7.5","A",""
"1","22","1994-05","7.6","A",""
"1","23","1994-05","7.3","A",""
"1","25","1994-05","7.5","A",""
"2","Total","1994-05","4.8","A",""
"2","2","1994-05","4.2","R",""
"2","10","1994-05","5.9","A",""
"2","11","1994-05","4.4","A",""
"2","24","1994-05","6.6","A",""
"2","26","1994-05","6.7","R",""
"3","Total","1994-05","4","A",""
"3","12","1994-05","5.9","A",""
"3","13","1994-05","3.7","A",""
"3","19","1994-05","3.4","A",""
"4","Total","1994-05","4.6","A",""
"4","1","1994-05","4.6","A",""
"5","Total","1994-05","3","A",""
"5","8","1994-05","2","A",""
"5","14","1994-05","4.5","A",""
"5","15","1994-05","2.6","A",""
"5","16","1994-05","1.3","A",""
"5","17","1994-05","3.4","A",""
"5","18","1994-05","2","A",""
"5","20","1994-05","3","A",""
"6","Total","1994-05","3.1","A",""
"6","3","1994-05","3.6","A",""
"6","4","1994-05","1.5","A",""
"6","5","1994-05","2.3","A",""
"6","6","1994-05","2","A",""
"6","7","1994-05","2.7","A",""
"6","9","1994-05","3.5","A",""
"7","Total","1994-05","5.9","A",""
"7","21","1994-05","5.9","A",""
"Total","Total","1994-04","4.9","A",""
"1","Total","1994-04","7.6","A",""
"1","22","1994-04","7.7","A",""
"1","23","1994-04","7.6","A",""
"1","25","1994-04","7.5","A",""
"2","Total","1994-04","4.9","A",""
"2","2","1994-04","4.3","R",""
"2","10","1994-04","6.1","A",""
"2","11","1994-04","4.7","A",""
"2","24","1994-04","6.6","A",""
"2","26","1994-04","6.9","R",""
"3","Total","1994-04","4.1","A",""
"3","12","1994-04","6","A",""
"3","13","1994-04","3.9","A",""
"3","19","1994-04","3.5","A",""
"4","Total","1994-04","4.7","A",""
"4","1","1994-04","4.7","A",""
"5","Total","1994-04","3.2","A",""
"5","8","1994-04","2.3","A",""
"5","14","1994-04","4.6","A",""
"5","15","1994-04","2.9","A",""
"5","16","1994-04","1.4","A",""
"5","17","1994-04","3.5","A",""
"5","18","1994-04","2","A",""
"5","20","1994-04","3.2","A",""
"6","Total","1994-04","3.3","A",""
"6","3","1994-04","3.7","A",""
"6","4","1994-04","1.9","A",""
"6","5","1994-04","2.5","A",""
"6","6","1994-04","2.1","A",""
"6","7","1994-04","2.8","A",""
"6","9","1994-04","3.6","A",""
"7","Total","1994-04","6.3","A",""
"7","21","1994-04","6.3","A",""
"Total","Total","1994-03","5","A",""
"1","Total","1994-03","7.8","A",""
"1","22","1994-03","7.9","A",""
"1","23","1994-03","7.8","A",""
"1","25","1994-03","7.7","A",""
"2","Total","1994-03","5","A",""
"2","2","1994-03","4.4","R",""
"2","10","1994-03","6.2","A",""
"2","11","1994-03","4.8","A",""
"2","24","1994-03","6.7","A",""
"2","26","1994-03","7.1","R",""
"3","Total","1994-03","4.2","A",""
"3","12","1994-03","6.2","A",""
"3","13","1994-03","3.9","A",""
"3","19","1994-03","3.6","A",""
"4","Total","1994-03","4.8","A",""
"4","1","1994-03","4.8","A",""
"5","Total","1994-03","3.2","A",""
"5","8","1994-03","2.4","A",""
"5","14","1994-03","4.6","A",""
"5","15","1994-03","2.9","A",""
"5","16","1994-03","1.5","A",""
"5","17","1994-03","3.7","A",""
"5","18","1994-03","2.1","A",""
"5","20","1994-03","3.2","A",""
"6","Total","1994-03","3.4","A",""
"6","3","1994-03","3.8","A",""
"6","4","1994-03","1.9","A",""
"6","5","1994-03","2.6","A",""
"6","6","1994-03","2.2","A",""
"6","7","1994-03","2.9","A",""
"6","9","1994-03","3.8","A",""
"7","Total","1994-03","6.7","A",""
"7","21","1994-03","6.7","A",""
"Total","Total","1994-02","5.2","A",""
"1","Total","1994-02","8","A",""
"1","22","1994-02","8","A",""
"1","23","1994-02","8.1","A",""
"1","25","1994-02","7.8","A",""
"2","Total","1994-02","5.2","A",""
"2","2","1994-02","4.5","R",""
"2","10","1994-02","6.2","A",""
"2","11","1994-02","5","A",""
"2","24","1994-02","7","A",""
"2","26","1994-02","7.3","R",""
"3","Total","1994-02","4.3","A",""
"3","12","1994-02","6.4","A",""
"3","13","1994-02","4","A",""
"3","19","1994-02","3.7","A",""
"4","Total","1994-02","4.8","A",""
"4","1","1994-02","4.8","A",""
"5","Total","1994-02","3.3","A",""
"5","8","1994-02","2.4","A",""
"5","14","1994-02","4.8","A",""
"5","15","1994-02","3.1","A",""
"5","16","1994-02","1.6","A",""
"5","17","1994-02","3.7","A",""
"5","18","1994-02","2.3","A",""
"5","20","1994-02","3.3","A",""
"6","Total","1994-02","3.6","A",""
"6","3","1994-02","4","A",""
"6","4","1994-02","2.1","A",""
"6","5","1994-02","2.8","A",""
"6","6","1994-02","2.1","A",""
"6","7","1994-02","3.3","A",""
"6","9","1994-02","4","A",""
"7","Total","1994-02","7.6","A",""
"7","21","1994-02","7.6","A",""
"Total","Total","1994-01","5.2","A",""
"1","Total","1994-01","8.1","A",""
"1","22","1994-01","8.1","A",""
"1","23","1994-01","8.3","A",""
"1","25","1994-01","8","A",""
"2","Total","1994-01","5.2","A",""
"2","2","1994-01","4.5","R",""
"2","10","1994-01","6.2","A",""
"2","11","1994-01","5","A",""
"2","24","1994-01","7","A",""
"2","26","1994-01","7.5","R",""
"3","Total","1994-01","4.3","A",""
"3","12","1994-01","6.3","A",""
