"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"2","26","1981-02","0.380589914","A",
"3","Total","1981-02","0.239078461","A",
"3","12","1981-02","0.646309388","A",
"3","13","1981-02","0.232779794","A",
"3","19","1981-02","0.057597051","A",
"4","Total","1981-02","0.097116365","A",
"4","1","1981-02","0.097116365","A",
"5","Total","1981-02","0.06625559","A",
"5","8","1981-02","0.016364827","A",
"5","14","1981-02","0.149634715","A",
"5","15","1981-02","0.041069636","A",
"5","16","1981-02","0.048883819","A",
"5","17","1981-02","0.073384322","A",
"5","18","1981-02","0.081207366","A",
"5","20","1981-02","0.02367531","A",
"6","Total","1981-02","0.105616899","A",
"6","3","1981-02","0.149798572","A",
"6","4","1981-02","0.080412786","A",
"6","5","1981-02","0.03512238","A",
"6","6","1981-02","0.042466452","A",
"6","7","1981-02","0.051289566","A",
"6","9","1981-02","0.078469573","A",
"7","Total","1981-02","0.732208466","A",
"7","21","1981-02","0.732208466","A",
"Total","Total","1981-01","0.285118773","A",
"1","Total","1981-01","0.762349822","A",
"1","22","1981-01","0.240791868","A",
"1","23","1981-01","2.507689153","A",
"1","25","1981-01","0.553785508","A",
"2","Total","1981-01","0.189001841","A",
"2","2","1981-01","0.148453191","A",
"2","10","1981-01","0.195260709","A",
"2","11","1981-01","0.158398867","A",
"2","24","1981-01","0.333350561","A",
"2","26","1981-01","0.502922387","A",
"3","Total","1981-01","0.263558265","A",
"3","12","1981-01","0.696175921","A",
"3","13","1981-01","0.261189926","A",
"3","19","1981-01","0.068673407","A",
"4","Total","1981-01","0.112215729","A",
"4","1","1981-01","0.112215729","A",
"5","Total","1981-01","0.070641848","A",
"5","8","1981-01","0.016364827","A",
"5","14","1981-01","0.120294575","A",
"5","15","1981-01","0.045632929","A",
"5","16","1981-01","0","A",
"5","17","1981-01","0.079363785","A",
"5","18","1981-01","0.108692936","A",
"5","20","1981-01","0.021420519","A",
"6","Total","1981-01","0.129428709","A",
"6","3","1981-01","0.173068253","A",
"6","4","1981-01","0.07371172","A",
"6","5","1981-01","0.046098123","A",
"6","6","1981-01","0.110412774","A",
"6","7","1981-01","0.131887456","A",
"6","9","1981-01","0.097410504","A",
"7","Total","1981-01","0.812307371","A",
"7","21","1981-01","0.812307371","A",
"Total","Total","1980-12","0.209795322","A",
"1","Total","1980-12","0.384804081","A",
"1","22","1980-12","0.200029036","A",
"1","23","1980-12","0.529295913","A",
"1","25","1980-12","0.57813317","A",
"2","Total","1980-12","0.164034542","A",
"2","2","1980-12","0.126449236","A",
"2","10","1980-12","0.17825085","A",
"2","11","1980-12","0.144436014","A",
"2","24","1980-12","0.270449856","A",
"2","26","1980-12","0.429606795","A",
"3","Total","1980-12","0.249242659","A",
"3","12","1980-12","0.543774239","A",
"3","13","1980-12","0.276070157","A",
"3","19","1980-12","0.064946623","A",
"4","Total","1980-12","0.107537289","A",
"4","1","1980-12","0.107537289","A",
"5","Total","1980-12","0.065190742","A",
"5","8","1980-12","0.026561836","A",
"5","14","1980-12","0.096948959","A",
"5","15","1980-12","0.065890622","A",
"5","16","1980-12","0","A",
"5","17","1980-12","0.07451018","A",
"5","18","1980-12","0.09951291","A",
"5","20","1980-12","0.016133307","A",
"6","Total","1980-12","0.119845383","A",
"6","3","1980-12","0.163419038","A",
"6","4","1980-12","0.035048367","A",
"6","5","1980-12","0.080130151","A",
"6","6","1980-12","0.075592932","A",
"6","7","1980-12","0.052626963","A",
"6","9","1980-12","0.070887707","A",
"7","Total","1980-12","0.834164727","A",
"7","21","1980-12","0.834164727","A",
"Total","Total","1980-11","0.184993743","A",
"1","Total","1980-11","0.305597097","A",
"1","22","1980-11","0.183091094","A",
"1","23","1980-11","0.177923996","A",
"1","25","1980-11","0.55110662","A",
"2","Total","1980-11","0.14499239","A",
"2","2","1980-11","0.1109041","A",
"2","10","1980-11","0.152786443","A",
"2","11","1980-11","0.117011454","A",
"2","24","1980-11","0.279775713","A",
"2","26","1980-11","0.327944118","A",
"3","Total","1980-11","0.224623205","A",
"3","12","1980-11","0.495915505","A",
"3","13","1980-11","0.250413079","A",
"3","19","1980-11","0.054362729","A",
"4","Total","1980-11","0.091585924","A",
"4","1","1980-11","0.091585924","A",
"5","Total","1980-11","0.067316527","A",
"5","8","1980-11","0.015937102","A",
"5","14","1980-11","0.082691759","A",
"5","15","1980-11","0.057105205","A",
"5","16","1980-11","0","A",
"5","17","1980-11","0.064914172","A",
"5","18","1980-11","0.150578746","A",
"5","20","1980-11","0.011523791","A",
"6","Total","1980-11","0.110561585","A",
"6","3","1980-11","0.154080807","A",
"6","4","1980-11","0.070096733","A",
"6","5","1980-11","0.050991914","A",
"6","6","1980-11","0.075592932","A",
"6","7","1980-11","0.070169283","A",
"6","9","1980-11","0.054776865","A",
"7","Total","1980-11","0.83970735","A",
"7","21","1980-11","0.83970735","A",
"Total","Total","1980-10","0.160225544","A",
"1","Total","1980-10","0.285105737","A",
"1","22","1980-10","0.172605701","A",
"1","23","1980-10","0.125330111","A",
"1","25","1980-10","0.532893075","A",
"2","Total","1980-10","0.128262499","A",
"2","2","1980-10","0.090950643","A",
"2","10","1980-10","0.128595256","A",
"2","11","1980-10","0.117011454","A",
"2","24","1980-10","0.24014082","A",
"2","26","1980-10","0.380415177","A",
"3","Total","1980-10","0.186169963","A",
"3","12","1980-10","0.418351349","A",
"3","13","1980-10","0.199098923","A",
"3","19","1980-10","0.044741007","A",
"4","Total","1980-10","0.084416772","A",
"4","1","1980-10","0.084416772","A",
"5","Total","1980-10","0.04416909","A",
"5","8","1980-10","0.010624734","A",
"5","14","1980-10","0.096948959","A",
"5","15","1980-10","0.030748957","A",
"5","16","1980-10","0","A",
"5","17","1980-10","0.050237925","A",
"5","18","1980-10","0.062850259","A",
"5","20","1980-10","0.008066654","A",
"6","Total","1980-10","0.081444221","A",
"6","3","1980-10","0.115949698","A",
"6","4","1980-10","0.056077387","A",
"6","5","1980-10","0.029138237","A",
"6","6","1980-10","0.066143816","A",
"6","7","1980-10","0.026313481","A",
"6","9","1980-10","0.045110359","A",
"7","Total","1980-10","0.706684403","A",
"7","21","1980-10","0.706684403","A",
"Total","Total","1980-09","0.154717791","A",
"1","Total","1980-09","0.273874896","A",
"1","22","1980-09","0.159700602","A",
"1","23","1980-09","0.081688376","A",
"1","25","1980-09","0.541118547","A",
"2","Total","1980-09","0.118605407","A",
"2","2","1980-09","0.086310304","A",
"2","10","1980-09","0.146420341","A",
"2","11","1980-09","0.11518315","A",
"2","24","1980-09","0.209831785","A",
"2","26","1980-09","0.259075853","A",
"3","Total","1980-09","0.173274059","A",
"3","12","1980-09","0.37709382","A",
"3","13","1980-09","0.176520695","A",
"3","19","1980-09","0.052919471","A",
"4","Total","1980-09","0.086029831","A",
"4","1","1980-09","0.086029831","A",
"5","Total","1980-09","0.042043305","A",
"5","8","1980-09","0.026561836","A",
"5","14","1980-09","0.082691759","A",
"5","15","1980-09","0.048319789","A",
"5","16","1980-09","0","A",
"5","17","1980-09","0.04798004","A",
"5","18","1980-09","0.047137694","A",
"5","20","1980-09","0.013828549","A",
"6","Total","1980-09","0.078912277","A",
"6","3","1980-09","0.107389653","A",
"6","4","1980-09","0.06308706","A",
"6","5","1980-09","0.036422796","A",
"6","6","1980-09","0.056694699","A",
"6","7","1980-09","0.026313481","A",
"6","9","1980-09","0.051554696","A",
"7","Total","1980-09","0.728854894","A",
"7","21","1980-09","0.728854894","A",
"Total","Total","1980-08","0.156320047","A",
"1","Total","1980-08","0.271707541","A",
"1","22","1980-08","0.158894033","A",
"1","23","1980-08","0.060427018","A",
"1","25","1980-08","0.546993884","A",
"2","Total","1980-08","0.129758668","A",
"2","2","1980-08","0.093966863","A",
"2","10","1980-08","0.17825085","A",
"2","11","1980-08","0.116097302","A",
"2","24","1980-08","0.222654838","A",
"2","26","1980-08","0.298429148","A",
"3","Total","1980-08","0.167881226","A",
"3","12","1980-08","0.359765657","A",
"3","13","1980-08","0.172415563","A",
"3","19","1980-08","0.053881643","A",
"4","Total","1980-08","0.097500475","A",
"4","1","1980-08","0.097500475","A",
"5","Total","1980-08","0.03991752","A",
"5","8","1980-08","0.031874203","A",
"5","14","1980-08","0.071285999","A",
"5","15","1980-08","0.013178124","A",
"5","16","1980-08","0","A",
"5","17","1980-08","0.053624751","A",
"5","18","1980-08","0.041900173","A",
"5","20","1980-08","0.009219033","A",
"6","Total","1980-08","0.089884037","A",
"6","3","1980-08","0.125287929","A",
"6","4","1980-08","0.077106407","A",
"6","5","1980-08","0.041279169","A",
"6","6","1980-08","0.047245583","A",
"6","7","1980-08","0.017542321","A",
"6","9","1980-08","0.054776865","A",
"7","Total","1980-08","0.654029487","A",
"7","21","1980-08","0.654029487","A",
"Total","Total","1980-07","0.157354836","A",
"1","Total","1980-07","0.273480832","A",
"1","22","1980-07","0.145182365","A",
"1","23","1980-07","0.076093281","A",
"1","25","1980-07","0.564032361","A",
"2","Total","1980-07","0.128670545","A",
"2","2","1980-07","0.093038796","A",
"2","10","1980-07","0.184616952","A",
"2","11","1980-07","0.138951102","A",
"2","24","1980-07","0.184185678","A",
"2","26","1980-07","0.295149706","A",
"3","Total","1980-07","0.188514673","A",
"3","12","1980-07","0.409274693","A",
"3","13","1980-07","0.202177773","A",
"3","19","1980-07","0.053400557","A",
"4","Total","1980-07","0.09821739","A",
"4","1","1980-07","0.09821739","A",
"5","Total","1980-07","0.045822478","A",
"5","8","1980-07","0.03718657","A",
"5","14","1980-07","0.091246079","A",
"5","15","1980-07","0.021963541","A",
"5","16","1980-07","0","A",
"5","17","1980-07","0.055318164","A",
"5","18","1980-07","0.054993977","A",
"5","20","1980-07","0.011523791","A",
"6","Total","1980-07","0.074692369","A",
"6","3","1980-07","0.106611467","A",
"6","4","1980-07","0.049067713","A",
"6","5","1980-07","0.021853677","A",
"6","6","1980-07","0","A",
"6","7","1980-07","0.026313481","A",
"6","9","1980-07","0.067665539","A",
"7","Total","1980-07","0.606917193","A",
"7","21","1980-07","0.606917193","A",
"Total","Total","1980-06","0.167936398","A",
"1","Total","1980-06","0.292987029","A",
"1","22","1980-06","0.14558565","A",
"1","23","1980-06","0.057069961","A",
"1","25","1980-06","0.631598738","A",
"2","Total","1980-06","0.133023037","A",
"2","2","1980-06","0.099767287","A",
"2","10","1980-06","0.175704409","A",
"2","11","1980-06","0.141693558","A",
"2","24","1980-06","0.202837392","A",
"2","26","1980-06","0.265634736","A",
"3","Total","1980-06","0.208913649","A",
"3","12","1980-06","0.458783728","A",
"3","13","1980-06","0.210388038","A",
"3","19","1980-06","0.062541193","A",
"4","Total","1980-06","0.103415026","A",
"4","1","1980-06","0.103415026","A",
"5","Total","1980-06","0.047948263","A",
"5","8","1980-06","0.047811305","A",
"5","14","1980-06","0.094097519","A",
"5","15","1980-06","0.030748957","A",
"5","16","1980-06","0","A",
"5","17","1980-06","0.057576048","A",
"5","18","1980-06","0.057612738","A",
"5","20","1980-06","0.009219033","A",
"6","Total","1980-06","0.092415982","A",
"6","3","1980-06","0.132291602","A",
"6","4","1980-06","0.035048367","A",
"6","5","1980-06","0.038850982","A",
"6","6","1980-06","0.037796466","A",
"6","7","1980-06","0.00877116","A",
"6","9","1980-06","0.074109876","A",
"7","Total","1980-06","0.624468832","A",
"7","21","1980-06","0.624468832","A",
"Total","Total","1980-05","0.190434735","A",
"1","Total","1980-05","0.354658139","A",
"1","22","1980-05","0.169379426","A",
"1","23","1980-05","0.134282261","A",
"1","25","1980-05","0.740292474","A",
"2","Total","1980-05","0.149480897","A",
"2","2","1980-05","0.114384355","A",
"2","10","1980-05","0.170611528","A",
"2","11","1980-05","0.149006774","A",
"2","24","1980-05","0.243638017","A",
"2","26","1980-05","0.327944118","A",
"3","Total","1980-05","0.227905799","A",
"3","12","1980-05","0.513243667","A",
"3","13","1980-05","0.213466887","A",
"3","19","1980-05","0.068314226","A",
"4","Total","1980-05","0.11936639","A",
"4","1","1980-05","0.11936639","A",
"5","Total","1980-05","0.04558628","A",
"5","8","1980-05","0.026561836","A",
"5","14","1980-05","0.082691759","A",
"5","15","1980-05","0.035141665","A",
"5","16","1980-05","0","A",
"5","17","1980-05","0.055318164","A",
"5","18","1980-05","0.056303357","A",
"5","20","1980-05","0.011523791","A",
"6","Total","1980-05","0.087774083","A",
"6","3","1980-05","0.122953371","A",
"6","4","1980-05","0.028038693","A",
"6","5","1980-05","0.02671005","A",
"6","6","1980-05","0.056694699","A",
"6","7","1980-05","0.043855802","A",
"6","9","1980-05","0.077332044","A",
"7","Total","1980-05","0.708531944","A",
"7","21","1980-05","0.708531944","A",
"Total","Total","1980-04","0.215069413","A",
"1","Total","1980-04","0.402339956","A",
"1","22","1980-04","0.208901292","A",
"1","23","1980-04","0.163376751","A",
"1","25","1980-04","0.809621452","A",
"2","Total","1980-04","0.16498665","A",
"2","2","1980-04","0.121344863","A",
"2","10","1980-04","0.190983053","A",
"2","11","1980-04","0.15631999","A",
"2","24","1980-04","0.307753284","A",
"2","26","1980-04","0.344341324","A",
"3","Total","1980-04","0.257683614","A",
"3","12","1980-04","0.554501196","A",
"3","13","1980-04","0.248360513","A",
"3","19","1980-04","0.089000928","A",
"4","Total","1980-04","0.13155395","A",
"4","1","1980-04","0.13155395","A",
"5","Total","1980-04","0.064482147","A",
"5","8","1980-04","0.031874203","A",
"5","14","1980-04","0.102651839","A",
"5","15","1980-04","0.043927081","A",
"5","16","1980-04","0","A",
"5","17","1980-04","0.073381238","A",
"5","18","1980-04","0.102131671","A",
"5","20","1980-04","0.014980928","A",
"6","Total","1980-04","0.110139595","A",
"6","3","1980-04","0.149411691","A",
"6","4","1980-04","0.056077387","A",
"6","5","1980-04","0.048563728","A",
"6","6","1980-04","0.103940282","A",
"6","7","1980-04","0.070169283","A",
"6","9","1980-04","0.070887707","A",
"7","Total","1980-04","0.758415549","A",
"7","21","1980-04","0.758415549","A",
"Total","Total","1980-03","0.2407055","A",
"1","Total","1980-03","0.475833003","A",
"1","22","1980-03","0.242373893","A",
"1","23","1980-03","0.383823464","A",
"1","25","1980-03","0.864262087","A",
"2","Total","1980-03","0.182804664","A",
"2","2","1980-03","0.140834287","A",
"2","10","1980-03","0.175704409","A",
"2","11","1980-03","0.163633206","A",
"2","24","1980-03","0.334565124","A",
"2","26","1980-03","0.436165677","A",
"3","Total","1980-03","0.267531396","A",
"3","12","1980-03","0.570179058","A",
"3","13","1980-03","0.259649627","A",
"3","19","1980-03","0.094773962","A",
"4","Total","1980-03","0.151627577","A",
"4","1","1980-03","0.151627577","A",
"5","Total","1980-03","0.06542694","A",
"5","8","1980-03","0.042498938","A",
"5","14","1980-03","0.122611919","A",
"5","15","1980-03","0.039534373","A",
"5","16","1980-03","0","A",
"5","17","1980-03","0.06886547","A",
"5","18","1980-03","0.100822291","A",
"5","20","1980-03","0.020742824","A",
"6","Total","1980-03","0.120689364","A",
"6","3","1980-03","0.162640852","A",
"6","4","1980-03","0.077106407","A",
"6","5","1980-03","0.048563728","A",
"6","6","1980-03","0.075592932","A",
"6","7","1980-03","0.122796246","A",
"6","9","1980-03","0.077332044","A",
"7","Total","1980-03","0.833240956","A",
"7","21","1980-03","0.833240956","A",
"Total","Total","1980-02","0.288539501","A",
"1","Total","1980-02","0.642916393","A",
"1","22","1980-02","0.277459631","A",
"1","23","1980-02","1.061948883","A",
"1","25","1980-02","0.955329812","A",
"2","Total","1980-02","0.211503908","A",
"2","2","1980-02","0.16333993","A",
"2","10","1980-02","0.225360003","A",
"2","11","1980-02","0.182830397","A",
"2","24","1980-02","0.374200016","A",
"2","26","1980-02","0.501754501","A",
"3","Total","1980-02","0.28277201","A",
"3","12","1980-02","0.595758726","A",
"3","13","1980-02","0.281201572","A",
"3","19","1980-02","0.101028081","A",
"4","Total","1980-02","0.161843619","A",
"4","1","1980-02","0.161843619","A",
"5","Total","1980-02","0.078890246","A",
"5","8","1980-02","0.042498938","A",
"5","14","1980-02","0.173937839","A",
"5","15","1980-02","0.035141665","A",
"5","16","1980-02","0","A",
"5","17","1980-02","0.075639122","A",
"5","18","1980-02","0.141413083","A",
"5","20","1980-02","0.017285686","A",
"6","Total","1980-02","0.137568995","A",
"6","3","1980-02","0.189099172","A",
"6","4","1980-02","0.04205804","A",
"6","5","1980-02","0.058276473","A",
"6","6","1980-02","0.122838515","A",
"6","7","1980-02","0.070169283","A",
"6","9","1980-02","0.103109393","A",
"7","Total","1980-02","0.976425378","A",
"7","21","1980-02","0.976425378","A",
"Total","Total","1980-01","0.379567638","A",
"1","Total","1980-01","0.986737756","A",
"1","22","1980-01","0.339565421","A",
"1","23","1980-01","2.76957164","A",
"1","25","1980-01","0.993519503","A",
"2","Total","1980-01","0.267814274","A",
"2","2","1980-01","0.220648116","A",
"2","10","1980-01","0.296660343","A",
"2","11","1980-01","0.213911565","A",
"2","24","1980-01","0.455801266","A",
"2","26","1980-01","0.524710589","A",
"3","Total","1980-01","0.313487709","A",
"3","12","1980-01","0.668371978","A",
"3","13","1980-01","0.288385554","A",
"3","19","1980-01","0.118347181","A",
"4","Total","1980-01","0.185322594","A",
"4","1","1980-01","0.185322594","A",
"5","Total","1980-01","0.110777022","A",
