"CubeId";"devwkieffid"
"PublishingDate";"2026-06-05 09:00"

"Date";"D0";"D1";"D2";"Value"
"2020-07-31";"P";"E";"I";"112.8421"
"2020-08-03";"P";"E";"I";"112.4922"
"2020-08-04";"P";"E";"I";"112.5491"
"2020-08-05";"P";"E";"I";"112.7206"
"2020-08-06";"P";"E";"I";"112.8601"
"2020-08-07";"P";"E";"I";"112.4413"
"2020-08-10";"P";"E";"I";"112.7962"
"2020-08-11";"P";"E";"I";"112.859"
"2020-08-12";"P";"E";"I";"112.9127"
"2020-08-13";"P";"E";"I";"112.8952"
"2020-08-14";"P";"E";"I";"113.039"
"2020-08-17";"P";"E";"I";"113.0511"
"2020-08-18";"P";"E";"I";"112.7532"
"2020-08-19";"P";"E";"I";"112.7783"
"2020-08-20";"P";"E";"I";"112.4649"
"2020-08-21";"P";"E";"I";"113.0549"
"2020-08-24";"P";"E";"I";"113.043"
"2020-08-25";"P";"E";"I";"113.0751"
"2020-08-26";"P";"E";"I";"113.0592"
"2020-08-27";"P";"E";"I";"113.2186"
"2020-08-28";"P";"E";"I";"113.0815"
"2020-08-31";"P";"E";"I";"113.0881"
"2020-09-01";"P";"E";"I";"112.5715"
"2020-09-02";"P";"E";"I";"112.4038"
"2020-09-03";"P";"E";"I";"112.8067"
"2020-09-04";"P";"E";"I";"112.7414"
"2020-09-07";"P";"E";"I";"112.6071"
"2020-09-08";"P";"E";"I";"112.2434"
"2020-09-09";"P";"E";"I";"112.6567"
"2020-09-10";"P";"E";"I";"113.1526"
"2020-09-11";"P";"E";"I";"112.9224"
"2020-09-14";"P";"E";"I";"113.029"
"2020-09-15";"P";"E";"I";"113.0031"
"2020-09-16";"P";"E";"I";"113.0649"
"2020-09-17";"P";"E";"I";"113.166"
"2020-09-18";"P";"E";"I";"112.9558"
"2020-09-21";"P";"E";"I";"112.9293"
"2020-09-22";"P";"E";"I";"113.1184"
"2020-09-23";"P";"E";"I";"113.0047"
"2020-09-24";"P";"E";"I";"112.8387"
"2020-09-25";"P";"E";"I";"112.5917"
"2020-09-28";"P";"E";"I";"112.7472"
"2020-09-29";"P";"E";"I";"112.7856"
"2020-09-30";"P";"E";"I";"112.5729"
"2020-10-01";"P";"E";"I";"112.7742"
"2020-10-02";"P";"E";"I";"112.7269"
"2020-10-05";"P";"E";"I";"112.916"
"2020-10-06";"P";"E";"I";"112.905"
"2020-10-07";"P";"E";"I";"112.709"
"2020-10-08";"P";"E";"I";"112.6878"
"2020-10-09";"P";"E";"I";"112.9007"
"2020-10-12";"P";"E";"I";"112.975"
"2020-10-13";"P";"E";"I";"113.2591"
"2020-10-14";"P";"E";"I";"113.1983"
"2020-10-15";"P";"E";"I";"113.4626"
"2020-10-16";"P";"E";"I";"113.4557"
"2020-10-19";"P";"E";"I";"113.3693"
"2020-10-20";"P";"E";"I";"113.4572"
"2020-10-21";"P";"E";"I";"113.3637"
"2020-10-22";"P";"E";"I";"113.0992"
"2020-10-23";"P";"E";"I";"113.4209"
"2020-10-26";"P";"E";"I";"113.4304"
"2020-10-27";"P";"E";"I";"113.1995"
"2020-10-28";"P";"E";"I";"113.3802"
"2020-10-29";"P";"E";"I";"113.6158"
"2020-10-30";"P";"E";"I";"113.5752"
"2020-11-02";"P";"E";"I";"113.7732"
"2020-11-03";"P";"E";"I";"113.4064"
"2020-11-04";"P";"E";"I";"113.5789"
"2020-11-05";"P";"E";"I";"113.3978"
"2020-11-06";"P";"E";"I";"113.6662"
"2020-11-09";"P";"E";"I";"113.6201"
"2020-11-10";"P";"E";"I";"112.3134"
"2020-11-11";"P";"E";"I";"112.2224"
"2020-11-12";"P";"E";"I";"112.5275"
"2020-11-13";"P";"E";"I";"112.3307"
"2020-11-16";"P";"E";"I";"112.4927"
"2020-11-17";"P";"E";"I";"112.3088"
"2020-11-18";"P";"E";"I";"112.2027"
"2020-11-19";"P";"E";"I";"112.3057"
"2020-11-20";"P";"E";"I";"112.3222"
"2020-11-23";"P";"E";"I";"112.1389"
"2020-11-24";"P";"E";"I";"112.0589"
"2020-11-25";"P";"E";"I";"111.62"
"2020-11-26";"P";"E";"I";"112.0633"
"2020-11-27";"P";"E";"I";"112.127"
"2020-11-30";"P";"E";"I";"111.961"
"2020-12-01";"P";"E";"I";"111.559"
"2020-12-02";"P";"E";"I";"111.5382"
"2020-12-03";"P";"E";"I";"111.7959"
"2020-12-04";"P";"E";"I";"111.5564"
"2020-12-07";"P";"E";"I";"111.9709"
"2020-12-08";"P";"E";"I";"112.1098"
"2020-12-09";"P";"E";"I";"112.1879"
"2020-12-10";"P";"E";"I";"112.2478"
"2020-12-11";"P";"E";"I";"112.3073"
"2020-12-14";"P";"E";"I";"112.1018"
"2020-12-15";"P";"E";"I";"112.0248"
"2020-12-16";"P";"E";"I";"111.8152"
"2020-12-17";"P";"E";"I";"111.6813"
"2020-12-18";"P";"E";"I";"111.1043"
"2020-12-21";"P";"E";"I";"111.244"
"2020-12-22";"P";"E";"I";"111.1353"
"2020-12-23";"P";"E";"I";"110.9189"
"2020-12-24";"P";"E";"I";"110.9241"
"2020-12-25";"P";"E";"I";"110.8548"
"2020-12-28";"P";"E";"I";"110.2953"
"2020-12-29";"P";"E";"I";"110.6876"
"2020-12-30";"P";"E";"I";"110.5807"
"2020-12-31";"P";"E";"I";"110.7946"
"2021-01-01";"P";"E";"I";"110.9416"
"2021-01-04";"P";"E";"I";"110.7518"
"2021-01-05";"P";"E";"I";"110.8362"
"2021-01-06";"P";"E";"I";"110.6193"
"2021-01-07";"P";"E";"I";"110.3648"
"2021-01-08";"P";"E";"I";"110.2782"
"2021-01-11";"P";"E";"I";"110.4273"
"2021-01-12";"P";"E";"I";"110.3484"
"2021-01-13";"P";"E";"I";"110.3765"
"2021-01-14";"P";"E";"I";"110.6354"
"2021-01-15";"P";"E";"I";"110.6942"
"2021-01-18";"P";"E";"I";"110.8883"
"2021-01-19";"P";"E";"I";"110.6999"
"2021-01-20";"P";"E";"I";"110.5981"
"2021-01-21";"P";"E";"I";"110.5757"
"2021-01-22";"P";"E";"I";"110.5332"
"2021-01-25";"P";"E";"I";"110.4285"
"2021-01-26";"P";"E";"I";"110.3282"
"2021-01-27";"P";"E";"I";"110.4165"
"2021-01-28";"P";"E";"I";"110.3624"
"2021-01-29";"P";"E";"I";"110.2479"
"2021-02-01";"P";"E";"I";"109.7536"
"2021-02-02";"P";"E";"I";"109.8138"
"2021-02-03";"P";"E";"I";"109.8081"
"2021-02-04";"P";"E";"I";"109.7075"
"2021-02-05";"P";"E";"I";"109.6762"
"2021-02-08";"P";"E";"I";"109.3695"
"2021-02-09";"P";"E";"I";"109.4766"
"2021-02-10";"P";"E";"I";"109.5855"
"2021-02-11";"P";"E";"I";"109.6174"
"2021-02-12";"P";"E";"I";"109.4818"
"2021-02-15";"P";"E";"I";"109.4097"
"2021-02-16";"P";"E";"I";"109.464"
"2021-02-17";"P";"E";"I";"109.3638"
"2021-02-18";"P";"E";"I";"109.086"
"2021-02-19";"P";"E";"I";"108.801"
"2021-02-22";"P";"E";"I";"108.3468"
"2021-02-23";"P";"E";"I";"107.7918"
"2021-02-24";"P";"E";"I";"106.8615"
"2021-02-25";"P";"E";"I";"106.3966"
"2021-02-26";"P";"E";"I";"107.4729"
"2021-03-01";"P";"E";"I";"107.2472"
"2021-03-02";"P";"E";"I";"106.639"
"2021-03-03";"P";"E";"I";"106.1521"
"2021-03-04";"P";"E";"I";"105.9205"
"2021-03-05";"P";"E";"I";"105.9918"
"2021-03-08";"P";"E";"I";"106.002"
"2021-03-09";"P";"E";"I";"105.6747"
"2021-03-10";"P";"E";"I";"106.1286"
"2021-03-11";"P";"E";"I";"105.9999"
"2021-03-12";"P";"E";"I";"105.6639"
"2021-03-15";"P";"E";"I";"105.7803"
"2021-03-16";"P";"E";"I";"105.8883"
"2021-03-17";"P";"E";"I";"106.1855"
"2021-03-18";"P";"E";"I";"105.956"
"2021-03-19";"P";"E";"I";"105.8912"
"2021-03-22";"P";"E";"I";"106.0611"
"2021-03-23";"P";"E";"I";"105.8553"
"2021-03-24";"P";"E";"I";"105.7012"
"2021-03-25";"P";"E";"I";"105.7017"
"2021-03-26";"P";"E";"I";"105.4464"
"2021-03-29";"P";"E";"I";"105.7827"
"2021-03-30";"P";"E";"I";"105.4795"
"2021-03-31";"P";"E";"I";"105.4371"
"2021-04-01";"P";"E";"I";"105.1467"
"2021-04-02";"P";"E";"I";"105.1341"
"2021-04-05";"P";"E";"I";"105.2342"
"2021-04-06";"P";"E";"I";"105.1412"
"2021-04-07";"P";"E";"I";"105.4091"
"2021-04-08";"P";"E";"I";"105.6304"
"2021-04-09";"P";"E";"I";"105.763"
"2021-04-12";"P";"E";"I";"105.7825"
"2021-04-13";"P";"E";"I";"105.6942"
"2021-04-14";"P";"E";"I";"105.6519"
"2021-04-15";"P";"E";"I";"105.0995"
"2021-04-16";"P";"E";"I";"105.4293"
"2021-04-19";"P";"E";"I";"105.531"
"2021-04-20";"P";"E";"I";"105.1433"
"2021-04-21";"P";"E";"I";"105.2681"
"2021-04-22";"P";"E";"I";"105.2508"
"2021-04-23";"P";"E";"I";"105.0024"
"2021-04-26";"P";"E";"I";"104.756"
"2021-04-27";"P";"E";"I";"104.7921"
"2021-04-28";"P";"E";"I";"104.707"
"2021-04-29";"P";"E";"I";"104.9564"
"2021-04-30";"P";"E";"I";"105.2137"
"2021-05-03";"P";"E";"I";"105.2289"
"2021-05-04";"P";"E";"I";"105.3172"
"2021-05-05";"P";"E";"I";"105.2872"
"2021-05-06";"P";"E";"I";"105.4595"
"2021-05-07";"P";"E";"I";"105.3785"
"2021-05-10";"P";"E";"I";"105.45"
"2021-05-11";"P";"E";"I";"105.267"
"2021-05-12";"P";"E";"I";"105.2106"
"2021-05-13";"P";"E";"I";"105.3202"
"2021-05-14";"P";"E";"I";"105.4503"
"2021-05-17";"P";"E";"I";"105.2952"
"2021-05-18";"P";"E";"I";"105.2103"
"2021-05-19";"P";"E";"I";"104.828"
"2021-05-20";"P";"E";"I";"104.8534"
"2021-05-21";"P";"E";"I";"105.0826"
"2021-05-24";"P";"E";"I";"105.0584"
"2021-05-25";"P";"E";"I";"105.0914"
"2021-05-26";"P";"E";"I";"105.0381"
"2021-05-27";"P";"E";"I";"105.0961"
"2021-05-28";"P";"E";"I";"104.9657"
"2021-05-31";"P";"E";"I";"104.6994"
"2021-06-01";"P";"E";"I";"104.4888"
"2021-06-02";"P";"E";"I";"104.6576"
"2021-06-03";"P";"E";"I";"104.5746"
"2021-06-04";"P";"E";"I";"104.7028"
"2021-06-07";"P";"E";"I";"104.7848"
"2021-06-08";"P";"E";"I";"104.9117"
"2021-06-09";"P";"E";"I";"104.8259"
"2021-06-10";"P";"E";"I";"104.9542"
"2021-06-11";"P";"E";"I";"104.9573"
"2021-06-14";"P";"E";"I";"105.0168"
"2021-06-15";"P";"E";"I";"104.9041"
"2021-06-16";"P";"E";"I";"104.7952"
"2021-06-17";"P";"E";"I";"104.5219"
"2021-06-18";"P";"E";"I";"104.2106"
"2021-06-21";"P";"E";"I";"104.0461"
"2021-06-22";"P";"E";"I";"104.086"
"2021-06-23";"P";"E";"I";"103.8613"
"2021-06-24";"P";"E";"I";"103.758"
"2021-06-25";"P";"E";"I";"103.8918"
"2021-06-28";"P";"E";"I";"103.7234"
"2021-06-29";"P";"E";"I";"103.6807"
"2021-06-30";"P";"E";"I";"103.5405"
"2021-07-01";"P";"E";"I";"103.4554"
"2021-07-02";"P";"E";"I";"103.634"
"2021-07-05";"P";"E";"I";"103.7405"
"2021-07-06";"P";"E";"I";"103.7413"
"2021-07-07";"P";"E";"I";"103.9159"
"2021-07-08";"P";"E";"I";"104.5589"
"2021-07-09";"P";"E";"I";"104.6854"
"2021-07-12";"P";"E";"I";"104.4531"
"2021-07-13";"P";"E";"I";"104.5046"
"2021-07-14";"P";"E";"I";"104.6817"
"2021-07-15";"P";"E";"I";"104.8729"
"2021-07-16";"P";"E";"I";"104.3362"
"2021-07-19";"P";"E";"I";"104.5137"
"2021-07-20";"P";"E";"I";"104.6847"
"2021-07-21";"P";"E";"I";"104.452"
"2021-07-22";"P";"E";"I";"104.6625"
"2021-07-23";"P";"E";"I";"104.5294"
"2021-07-26";"P";"E";"I";"104.6837"
"2021-07-27";"P";"E";"I";"104.8458"
"2021-07-28";"P";"E";"I";"104.831"
"2021-07-29";"P";"E";"I";"105.0028"
"2021-07-30";"P";"E";"I";"105.0995"
"2021-08-02";"P";"E";"I";"105.1695"
"2021-08-03";"P";"E";"I";"105.2953"
"2021-08-04";"P";"E";"I";"105.4236"
"2021-08-05";"P";"E";"I";"105.4149"
"2021-08-06";"P";"E";"I";"105.4154"
"2021-08-09";"P";"E";"I";"104.8948"
"2021-08-10";"P";"E";"I";"104.5616"
"2021-08-11";"P";"E";"I";"104.3721"
"2021-08-12";"P";"E";"I";"104.2733"
"2021-08-13";"P";"E";"I";"104.1358"
"2021-08-16";"P";"E";"I";"104.7932"
"2021-08-17";"P";"E";"I";"105.0514"
"2021-08-18";"P";"E";"I";"105.2017"
"2021-08-19";"P";"E";"I";"105.1072"
"2021-08-20";"P";"E";"I";"104.9439"
"2021-08-23";"P";"E";"I";"104.7958"
"2021-08-24";"P";"E";"I";"104.8419"
"2021-08-25";"P";"E";"I";"104.572"
"2021-08-26";"P";"E";"I";"103.9219"
"2021-08-27";"P";"E";"I";"103.7758"
"2021-08-30";"P";"E";"I";"103.5504"
"2021-08-31";"P";"E";"I";"103.3966"
"2021-09-01";"P";"E";"I";"102.9806"
"2021-09-02";"P";"E";"I";"102.8185"
"2021-09-03";"P";"E";"I";"102.5848"
"2021-09-06";"P";"E";"I";"102.3881"
"2021-09-07";"P";"E";"I";"102.3429"
"2021-09-08";"P";"E";"I";"102.0208"
"2021-09-09";"P";"E";"I";"101.8845"
"2021-09-10";"P";"E";"I";"102.0579"
"2021-09-13";"P";"E";"I";"101.7497"
"2021-09-14";"P";"E";"I";"101.2803"
"2021-09-15";"P";"E";"I";"101.5254"
"2021-09-16";"P";"E";"I";"101.2075"
"2021-09-17";"P";"E";"I";"100.6539"
"2021-09-20";"P";"E";"I";"100.6657"
"2021-09-21";"P";"E";"I";"100.9452"
"2021-09-22";"P";"E";"I";"101.1863"
"2021-09-23";"P";"E";"I";"101.0115"
"2021-09-24";"P";"E";"I";"100.738"
"2021-09-27";"P";"E";"I";"100.5709"
"2021-09-28";"P";"E";"I";"100.5765"
"2021-09-29";"P";"E";"I";"100.4413"
"2021-09-30";"P";"E";"I";"100.3272"
"2021-10-01";"P";"E";"I";"100.7701"
"2021-10-04";"P";"E";"I";"100.6628"
"2021-10-05";"P";"E";"I";"101.0017"
"2021-10-06";"P";"E";"I";"100.9417"
"2021-10-07";"P";"E";"I";"101.1011"
"2021-10-08";"P";"E";"I";"100.7883"
"2021-10-11";"P";"E";"I";"100.9811"
"2021-10-12";"P";"E";"I";"100.8819"
"2021-10-13";"P";"E";"I";"100.8186"
"2021-10-14";"P";"E";"I";"101.1369"
"2021-10-15";"P";"E";"I";"100.9267"
"2021-10-18";"P";"E";"I";"100.7302"
"2021-10-19";"P";"E";"I";"100.7899"
"2021-10-20";"P";"E";"I";"100.4408"
"2021-10-21";"P";"E";"I";"100.8187"
"2021-10-22";"P";"E";"I";"101.1101"
"2021-10-25";"P";"E";"I";"100.9397"
"2021-10-26";"P";"E";"I";"100.8444"
"2021-10-27";"P";"E";"I";"101.256"
"2021-10-28";"P";"E";"I";"101.2015"
"2021-10-29";"P";"E";"I";"101.3761"
"2021-11-01";"P";"E";"I";"101.6989"
"2021-11-02";"P";"E";"I";"101.7583"
"2021-11-03";"P";"E";"I";"101.8447"
"2021-11-04";"P";"E";"I";"101.9723"
"2021-11-05";"P";"E";"I";"101.7262"
"2021-11-08";"P";"E";"I";"101.4866"
"2021-11-09";"P";"E";"I";"101.3577"
"2021-11-10";"P";"E";"I";"101.5075"
"2021-11-11";"P";"E";"I";"101.4795"
"2021-11-12";"P";"E";"I";"101.4472"
"2021-11-15";"P";"E";"I";"101.4961"
"2021-11-16";"P";"E";"I";"101.4224"
"2021-11-17";"P";"E";"I";"101.2895"
"2021-11-18";"P";"E";"I";"101.5026"
"2021-11-19";"P";"E";"I";"101.8508"
"2021-11-22";"P";"E";"I";"101.6418"
"2021-11-23";"P";"E";"I";"101.312"
"2021-11-24";"P";"E";"I";"101.2533"
"2021-11-25";"P";"E";"I";"101.2472"
"2021-11-26";"P";"E";"I";"101.5351"
"2021-11-29";"P";"E";"I";"101.4166"
"2021-11-30";"P";"E";"I";"101.2993"
"2021-12-01";"P";"E";"I";"101.3882"
"2021-12-02";"P";"E";"I";"101.1518"
"2021-12-03";"P";"E";"I";"101.2783"
"2021-12-06";"P";"E";"I";"100.9322"
"2021-12-07";"P";"E";"I";"100.8921"
"2021-12-08";"P";"E";"I";"100.5918"
"2021-12-09";"P";"E";"I";"100.4308"
"2021-12-10";"P";"E";"I";"100.4263"
"2021-12-13";"P";"E";"I";"100.3118"
"2021-12-14";"P";"E";"I";"100.363"
"2021-12-15";"P";"E";"I";"100.0998"
"2021-12-16";"P";"E";"I";"99.6427"
"2021-12-17";"P";"E";"I";"99.9967"
"2021-12-20";"P";"E";"I";"99.8655"
"2021-12-21";"P";"E";"I";"99.8166"
"2021-12-22";"P";"E";"I";"99.383"
"2021-12-23";"P";"E";"I";"99.4039"
"2021-12-24";"P";"E";"I";"99.465"
"2021-12-27";"P";"E";"I";"99.4036"
"2021-12-28";"P";"E";"I";"99.4548"
"2021-12-29";"P";"E";"I";"99.522"
"2021-12-30";"P";"E";"I";"99.3896"
"2021-12-31";"P";"E";"I";"99.6502"
"2022-01-03";"P";"E";"I";"99.4496"
"2022-01-04";"P";"E";"I";"99.1747"
"2022-01-05";"P";"E";"I";"99.3242"
"2022-01-06";"P";"E";"I";"98.997"
"2022-01-07";"P";"E";"I";"98.5966"
"2022-01-10";"P";"E";"I";"98.4667"
"2022-01-11";"P";"E";"I";"97.8417"
"2022-01-12";"P";"E";"I";"97.8376"
"2022-01-13";"P";"E";"I";"98.0516"
"2022-01-14";"P";"E";"I";"98.3307"
"2022-01-17";"P";"E";"I";"98.3113"
"2022-01-18";"P";"E";"I";"98.4316"
"2022-01-19";"P";"E";"I";"98.749"
"2022-01-20";"P";"E";"I";"98.7078"
"2022-01-21";"P";"E";"I";"99.0686"
"2022-01-24";"P";"E";"I";"99.2132"
"2022-01-25";"P";"E";"I";"98.6637"
"2022-01-26";"P";"E";"I";"98.5363"
"2022-01-27";"P";"E";"I";"98.4802"
"2022-01-28";"P";"E";"I";"98.5726"
"2022-01-31";"P";"E";"I";"98.0106"
"2022-02-01";"P";"E";"I";"98.0967"
"2022-02-02";"P";"E";"I";"97.9844"
"2022-02-03";"P";"E";"I";"97.6947"
"2022-02-04";"P";"E";"I";"96.1404"
"2022-02-07";"P";"E";"I";"95.9121"
"2022-02-08";"P";"E";"I";"96.0158"
"2022-02-09";"P";"E";"I";"95.666"
"2022-02-10";"P";"E";"I";"95.3341"
"2022-02-11";"P";"E";"I";"95.208"
"2022-02-14";"P";"E";"I";"95.9702"
"2022-02-15";"P";"E";"I";"95.3828"
"2022-02-16";"P";"E";"I";"95.0016"
"2022-02-17";"P";"E";"I";"95.2227"
"2022-02-18";"P";"E";"I";"95.0183"
"2022-02-21";"P";"E";"I";"95.1739"
"2022-02-22";"P";"E";"I";"95.2744"
"2022-02-23";"P";"E";"I";"94.609"
"2022-02-24";"P";"E";"I";"95.5395"
"2022-02-25";"P";"E";"I";"95.1117"
"2022-02-28";"P";"E";"I";"95.3367"
"2022-03-01";"P";"E";"I";"95.6817"
"2022-03-02";"P";"E";"I";"96.4772"
"2022-03-03";"P";"E";"I";"96.1105"
"2022-03-04";"P";"E";"I";"96.6639"
"2022-03-07";"P";"E";"I";"97.3977"
"2022-03-08";"P";"E";"I";"96.6243"
"2022-03-09";"P";"E";"I";"95.8567"
"2022-03-10";"P";"E";"I";"95.307"
"2022-03-11";"P";"E";"I";"95.3571"
"2022-03-14";"P";"E";"I";"95.0485"
"2022-03-15";"P";"E";"I";"94.2454"
"2022-03-16";"P";"E";"I";"94.2038"
"2022-03-17";"P";"E";"I";"93.6507"
"2022-03-18";"P";"E";"I";"94.0887"
"2022-03-21";"P";"E";"I";"94.4705"
"2022-03-22";"P";"E";"I";"94.4074"
"2022-03-23";"P";"E";"I";"94.4254"
"2022-03-24";"P";"E";"I";"94.6766"
"2022-03-25";"P";"E";"I";"95.1612"
"2022-03-28";"P";"E";"I";"94.3178"
"2022-03-29";"P";"E";"I";"94.2794"
"2022-03-30";"P";"E";"I";"93.9463"
"2022-03-31";"P";"E";"I";"94.166"
"2022-04-01";"P";"E";"I";"94.8776"
"2022-04-04";"P";"E";"I";"94.8247"
"2022-04-05";"P";"E";"I";"95.3331"
"2022-04-06";"P";"E";"I";"95.0498"
"2022-04-07";"P";"E";"I";"95.3614"
"2022-04-08";"P";"E";"I";"95.1854"
"2022-04-11";"P";"E";"I";"94.8684"
"2022-04-12";"P";"E";"I";"95.3632"
"2022-04-13";"P";"E";"I";"95.6799"
"2022-04-14";"P";"E";"I";"94.6452"
"2022-04-15";"P";"E";"I";"94.6883"
"2022-04-18";"P";"E";"I";"94.6152"
"2022-04-19";"P";"E";"I";"94.2764"
"2022-04-20";"P";"E";"I";"93.7457"
"2022-04-21";"P";"E";"I";"92.9544"
"2022-04-22";"P";"E";"I";"93.2601"
"2022-04-25";"P";"E";"I";"93.388"
"2022-04-26";"P";"E";"I";"93.7896"
"2022-04-27";"P";"E";"I";"93.9699"
"2022-04-28";"P";"E";"I";"94.0456"
"2022-04-29";"P";"E";"I";"93.7803"
"2022-05-02";"P";"E";"I";"93.7952"
"2022-05-03";"P";"E";"I";"93.3129"
"2022-05-04";"P";"E";"I";"92.947"
"2022-05-05";"P";"E";"I";"92.4142"
"2022-05-06";"P";"E";"I";"92.1909"
"2022-05-09";"P";"E";"I";"91.7552"
"2022-05-10";"P";"E";"I";"91.1785"
"2022-05-11";"P";"E";"I";"91.6512"
"2022-05-12";"P";"E";"I";"91.9422"
"2022-05-13";"P";"E";"I";"91.8801"
"2022-05-16";"P";"E";"I";"91.2376"
"2022-05-17";"P";"E";"I";"91.4481"
"2022-05-18";"P";"E";"I";"91.1907"
"2022-05-19";"P";"E";"I";"93.2067"
"2022-05-20";"P";"E";"I";"92.7985"
"2022-05-23";"P";"E";"I";"92.531"
"2022-05-24";"P";"E";"I";"92.5709"
"2022-05-25";"P";"E";"I";"92.8233"
"2022-05-26";"P";"E";"I";"92.9951"
"2022-05-27";"P";"E";"I";"92.6339"
"2022-05-30";"P";"E";"I";"92.4824"
"2022-05-31";"P";"E";"I";"92.2829"
"2022-06-01";"P";"E";"I";"92.3121"
"2022-06-02";"P";"E";"I";"92.6091"
"2022-06-03";"P";"E";"I";"92.1955"
"2022-06-06";"P";"E";"I";"91.9422"
"2022-06-07";"P";"E";"I";"91.0467"
"2022-06-08";"P";"E";"I";"90.6834"
"2022-06-09";"P";"E";"I";"90.3184"
"2022-06-10";"P";"E";"I";"91.0713"
"2022-06-13";"P";"E";"I";"91.0804"
"2022-06-14";"P";"E";"I";"91.3312"
"2022-06-15";"P";"E";"I";"90.2015"
"2022-06-16";"P";"E";"I";"92.4805"
"2022-06-17";"P";"E";"I";"92.8115"
"2022-06-20";"P";"E";"I";"92.6585"
"2022-06-21";"P";"E";"I";"92.1874"
"2022-06-22";"P";"E";"I";"92.4264"
"2022-06-23";"P";"E";"I";"92.4521"
"2022-06-24";"P";"E";"I";"92.6552"
"2022-06-27";"P";"E";"I";"92.3757"
"2022-06-28";"P";"E";"I";"92.5878"
"2022-06-29";"P";"E";"I";"93.0855"
"2022-06-30";"P";"E";"I";"93.5928"
"2022-07-01";"P";"E";"I";"93.1139"
"2022-07-04";"P";"E";"I";"93.0088"
"2022-07-05";"P";"E";"I";"93.5746"
"2022-07-06";"P";"E";"I";"93.6197"
"2022-07-07";"P";"E";"I";"93.7606"
"2022-07-08";"P";"E";"I";"93.857"
"2022-07-11";"P";"E";"I";"93.4554"
"2022-07-12";"P";"E";"I";"93.8532"
"2022-07-13";"P";"E";"I";"94.0927"
"2022-07-14";"P";"E";"I";"93.5332"
"2022-07-15";"P";"E";"I";"93.7618"
"2022-07-18";"P";"E";"I";"93.2783"
"2022-07-19";"P";"E";"I";"92.608"
"2022-07-20";"P";"E";"I";"92.6387"
"2022-07-21";"P";"E";"I";"92.6177"
"2022-07-22";"P";"E";"I";"93.2911"
"2022-07-25";"P";"E";"I";"92.9808"
"2022-07-26";"P";"E";"I";"93.0023"
"2022-07-27";"P";"E";"I";"93.7935"
"2022-07-28";"P";"E";"I";"93.3692"
"2022-07-29";"P";"E";"I";"93.7126"
"2022-08-01";"P";"E";"I";"93.6179"
"2022-08-02";"P";"E";"I";"93.4987"
"2022-08-03";"P";"E";"I";"93.1582"
"2022-08-04";"P";"E";"I";"92.9041"
"2022-08-05";"P";"E";"I";"93.0555"
"2022-08-08";"P";"E";"I";"93.0511"
"2022-08-09";"P";"E";"I";"93.1722"
"2022-08-10";"P";"E";"I";"93.3189"
"2022-08-11";"P";"E";"I";"93.4044"
"2022-08-12";"P";"E";"I";"93.5434"
"2022-08-15";"P";"E";"I";"93.9195"
"2022-08-16";"P";"E";"I";"94.2176"
"2022-08-17";"P";"E";"I";"93.6165"
"2022-08-18";"P";"E";"I";"93.4031"
"2022-08-19";"P";"E";"I";"93.7454"
"2022-08-22";"P";"E";"I";"94.2282"
"2022-08-23";"P";"E";"I";"94.2779"
"2022-08-24";"P";"E";"I";"94.5561"
"2022-08-25";"P";"E";"I";"93.9902"
"2022-08-26";"P";"E";"I";"93.8919"
"2022-08-29";"P";"E";"I";"93.9735"
"2022-08-30";"P";"E";"I";"93.1042"
"2022-08-31";"P";"E";"I";"92.8438"
"2022-09-01";"P";"E";"I";"92.4634"
"2022-09-02";"P";"E";"I";"92.6807"
"2022-09-05";"P";"E";"I";"92.9937"
"2022-09-06";"P";"E";"I";"92.894"
"2022-09-07";"P";"E";"I";"93.1617"
"2022-09-08";"P";"E";"I";"93.0759"
"2022-09-09";"P";"E";"I";"93.914"
"2022-09-12";"P";"E";"I";"93.43"
"2022-09-13";"P";"E";"I";"94.1531"
"2022-09-14";"P";"E";"I";"94.795"
"2022-09-15";"P";"E";"I";"94.842"
"2022-09-16";"P";"E";"I";"94.9348"
"2022-09-19";"P";"E";"I";"94.5738"
"2022-09-20";"P";"E";"I";"94.4124"
"2022-09-21";"P";"E";"I";"95.6325"
"2022-09-22";"P";"E";"I";"95.0518"
"2022-09-23";"P";"E";"I";"95.6059"
"2022-09-26";"P";"E";"I";"95.9884"
"2022-09-27";"P";"E";"I";"96.4432"
"2022-09-28";"P";"E";"I";"96.6637"
"2022-09-29";"P";"E";"I";"96.6381"
"2022-09-30";"P";"E";"I";"95.6797"
"2022-10-03";"P";"E";"I";"94.8575"
"2022-10-04";"P";"E";"I";"94.3466"
"2022-10-05";"P";"E";"I";"94.3598"
"2022-10-06";"P";"E";"I";"94.8754"
"2022-10-07";"P";"E";"I";"95.0232"
"2022-10-10";"P";"E";"I";"95.5221"
"2022-10-11";"P";"E";"I";"95.1666"
"2022-10-12";"P";"E";"I";"95.6705"
"2022-10-13";"P";"E";"I";"95.3439"
"2022-10-14";"P";"E";"I";"94.826"
"2022-10-17";"P";"E";"I";"94.844"
"2022-10-18";"P";"E";"I";"94.5754"
"2022-10-19";"P";"E";"I";"94.4013"
"2022-10-20";"P";"E";"I";"94.1854"
"2022-10-21";"P";"E";"I";"94.1411"
"2022-10-24";"P";"E";"I";"94.2292"
"2022-10-25";"P";"E";"I";"93.8622"
